KIN_ACC_ID	SUB_ACC_ID	score	ACC_ID	#Psites	Family	GENE
Q16659	Q15256	205	Q15256	2	MAPK	MAPK6
Q16659	P08134	175	P08134	2	MAPK	MAPK6
Q16659	P49368	208	P49368	18	MAPK	MAPK6
Q16659	O95757	163	O95757	14	MAPK	MAPK6
Q16659	Q9BY84	291	Q9BY84	9	MAPK	MAPK6
Q16659	P14625	294	P14625	36	MAPK	MAPK6
Q16659	P53350	232	P53350	7	MAPK	MAPK6
Q16659	Q92616	169	Q92616	13	MAPK	MAPK6
Q16659	Q9BQE3	204	Q9BQE3	37	MAPK	MAPK6
Q16659	Q02750	434	Q02750	14	MAPK	MAPK6
Q16659	P34932	163	P34932	26	MAPK	MAPK6
Q16659	P60763	175	P60763	2	MAPK	MAPK6
Q16659	P62879	353	P62879	3	MAPK	MAPK6
Q16659	Q15365	171	Q15365	28	MAPK	MAPK6
Q16659	Q9GZV1	328	Q9GZV1	3	MAPK	MAPK6
Q16659	P61981	158	P61981	20	MAPK	MAPK6
Q16659	O15297	272	O15297	4	MAPK	MAPK6
Q16659	P13639	208	P13639	33	MAPK	MAPK6
Q16659	Q92730	238	Q92730	1	MAPK	MAPK6
Q16659	P35236	205	P35236	8	MAPK	MAPK6
Q16659	P17706	218	P17706	6	MAPK	MAPK6
Q16659	Q8WY54	272	Q8WY54	2	MAPK	MAPK6
Q16659	P04899	300	P04899	9	MAPK	MAPK6
Q16659	O14976	299	O14976	16	MAPK	MAPK6
Q16659	Q93008	177	Q93008	15	MAPK	MAPK6
Q16659	Q92598	163	Q92598	16	MAPK	MAPK6
Q16659	P49841	189	P49841	14	MAPK	MAPK6
Q16659	O15027	152	O15027	39	MAPK	MAPK6
Q16659	P62136	160	P62136	13	MAPK	MAPK6
Q16659	P35813	256	P35813	2	MAPK	MAPK6
Q16659	Q15907	154	Q15907	7	MAPK	MAPK6
Q16659	P38405	207	P38405	2	MAPK	MAPK6
Q16659	P23467	174	P23467	1	MAPK	MAPK6
Q16659	Q92729	174	Q92729	7	MAPK	MAPK6
Q16659	P07900	248	P07900	51	MAPK	MAPK6
Q16659	Q8TB72	157	Q8TB72	17	MAPK	MAPK6
Q16659	Q9Y388	175	Q9Y388	14	MAPK	MAPK6
Q16659	P84095	175	P84095	4	MAPK	MAPK6
Q16659	Q06124	174	Q06124	14	MAPK	MAPK6
Q16659	P31947	158	P31947	12	MAPK	MAPK6
Q16659	P36873	160	P36873	3	MAPK	MAPK6
Q16659	O15355	256	O15355	12	MAPK	MAPK6
Q16659	P63096	300	P63096	4	MAPK	MAPK6
Q16659	P46734	248	P46734	5	MAPK	MAPK6
Q16659	P63000	175	P63000	5	MAPK	MAPK6
Q16659	P54829	205	P54829	3	MAPK	MAPK6
Q16659	Q15366	171	Q15366	22	MAPK	MAPK6
Q16659	P10586	174	P10586	7	MAPK	MAPK6
Q16659	Q5SW79	177	Q5SW79	119	MAPK	MAPK6
Q16659	Q15678	276	Q15678	40	MAPK	MAPK6
Q16659	Q8IZT6	177	Q8IZT6	54	MAPK	MAPK6
Q16659	Q05823	180	Q05823	3	MAPK	MAPK6
Q16659	Q15262	174	Q15262	14	MAPK	MAPK6
Q16659	Q14152	226	Q14152	26	MAPK	MAPK6
Q16659	P08754	300	P08754	7	MAPK	MAPK6
Q16659	Q16513	152	Q16513	48	MAPK	MAPK6
Q16659	O14818	307	O14818	3	MAPK	MAPK6
Q16659	Q5JWF2	207	Q5JWF2	8	MAPK	MAPK6
Q16659	P08238	318	P08238	60	MAPK	MAPK6
Q16659	P18031	297	P18031	17	MAPK	MAPK6
Q16659	P60484	210	P60484	6	MAPK	MAPK6
Q16659	P31946	158	P31946	16	MAPK	MAPK6
Q16659	Q8N2I9	287	Q8N2I9	2	MAPK	MAPK6
Q16659	Q68DX3	177	Q68DX3	2	MAPK	MAPK6
Q16659	Q4JDL3	205	Q4JDL3	1	MAPK	MAPK6
Q16659	P26045	174	P26045	13	MAPK	MAPK6
Q16659	Q15691	171	Q15691	11	MAPK	MAPK6
Q16659	P61587	175	P61587	2	MAPK	MAPK6
Q16659	Q9HD43	174	Q9HD43	1	MAPK	MAPK6
Q16659	O95837	207	O95837	1	MAPK	MAPK6
Q16659	Q9P286	225	Q9P286	4	MAPK	MAPK6
Q16659	O95373	221	O95373	1	MAPK	MAPK6
Q16659	O75521	232	O75521	6	MAPK	MAPK6
Q16659	P23468	174	P23468	3	MAPK	MAPK6
Q16659	P27348	158	P27348	21	MAPK	MAPK6
Q16659	P10809	292	P10809	25	MAPK	MAPK6
Q16659	Q92932	174	Q92932	4	MAPK	MAPK6
Q16659	O43795	177	O43795	6	MAPK	MAPK6
Q16659	P23471	205	P23471	5	MAPK	MAPK6
Q16659	P12814	161	P12814	28	MAPK	MAPK6
Q16659	P62140	160	P62140	8	MAPK	MAPK6
Q16659	P63104	158	P63104	26	MAPK	MAPK6
Q16659	Q16181	800	Q16181	21	MAPK	MAPK6
Q16659	Q96JN8	615	Q96JN8	8	MAPK	MAPK6
Q16659	P60953	175	P60953	3	MAPK	MAPK6
Q16659	O14980	208	O14980	10	MAPK	MAPK6
Q16659	O43524	293	O43524	28	MAPK	MAPK6
Q16659	P53355	184	P53355	8	MAPK	MAPK6
Q16659	P29350	174	P29350	10	MAPK	MAPK6
Q16659	Q14671	157	Q14671	29	MAPK	MAPK6
Q16659	Q15029	197	Q15029	11	MAPK	MAPK6
Q16659	Q12923	183	Q12923	51	MAPK	MAPK6
Q16659	Q8N819	256	Q8N819	1	MAPK	MAPK6
Q16659	Q9NYV4	163	Q9NYV4	77	MAPK	MAPK6
Q16659	Q12913	174	Q12913	4	MAPK	MAPK6
Q16659	P61586	175	P61586	1	MAPK	MAPK6
Q16659	Q9NQU5	225	Q9NQU5	16	MAPK	MAPK6
Q16659	P08575	174	P08575	10	MAPK	MAPK6
Q16659	Q9BYT3	184	Q9BYT3	5	MAPK	MAPK6
Q16659	P23470	224	P23470	4	MAPK	MAPK6
Q16659	Q96RP9	226	Q96RP9	1	MAPK	MAPK6
Q16659	P63244	251	P63244	14	MAPK	MAPK6
Q16659	Q9BYZ6	175	Q9BYZ6	1	MAPK	MAPK6
Q16659	P35609	161	P35609	13	MAPK	MAPK6
Q16659	Q16825	235	Q16825	14	MAPK	MAPK6
Q16659	P28827	174	P28827	7	MAPK	MAPK6
Q16659	P52564	248	P52564	7	MAPK	MAPK6
Q16659	O96013	225	O96013	22	MAPK	MAPK6
Q16659	Q8N3J5	272	Q8N3J5	1	MAPK	MAPK6
Q16659	Q8IU85	184	Q8IU85	6	MAPK	MAPK6
Q16659	P25205	153	P25205	25	MAPK	MAPK6
Q16659	P62873	353	P62873	7	MAPK	MAPK6
Q16659	P43378	174	P43378	3	MAPK	MAPK6
Q16659	Q99759	292	Q99759	24	MAPK	MAPK6
Q16659	Q56UN5	292	Q56UN5	3	MAPK	MAPK6
Q16659	Q13233	292	Q13233	32	MAPK	MAPK6
Q16659	Q9Y2U5	292	Q9Y2U5	21	MAPK	MAPK6
Q16659	Q99558	357	Q99558	2	MAPK	MAPK6
Q16659	O14965	195	O14965	5	MAPK	MAPK6
Q16659	Q5S007	154	Q5S007	7	MAPK	MAPK6
Q16659	B2RTY4	200	B2RTY4	30	MAPK	MAPK6
Q16659	Q9HBL0	209	Q9HBL0	130	MAPK	MAPK6
Q16659	O00459	177	O00459	11	MAPK	MAPK6
Q16659	Q68CZ2	209	Q68CZ2	61	MAPK	MAPK6
Q16659	Q63HR2	209	Q63HR2	35	MAPK	MAPK6
Q16659	Q9NRD5	175	Q9NRD5	1	MAPK	MAPK6
Q16659	Q8IZW8	209	Q8IZW8	26	MAPK	MAPK6
Q16659	Q16828	209	Q16828	2	MAPK	MAPK6
Q16659	Q16829	209	Q16829	2	MAPK	MAPK6
Q16659	O43293	184	O43293	5	MAPK	MAPK6
Q16659	Q96GD4	177	Q96GD4	11	MAPK	MAPK6
Q16659	Q05655	152	Q05655	37	MAPK	MAPK6
Q16659	O14757	264	O14757	20	MAPK	MAPK6
Q16659	Q04759	152	Q04759	12	MAPK	MAPK6
Q16659	Q02156	152	Q02156	15	MAPK	MAPK6
Q16659	O60229	800	O60229	14	MAPK	MAPK6
Q16659	P01100	299	P01100	2	MAPK	MAPK6
Q16659	Q13177	225	Q13177	37	MAPK	MAPK6
Q16659	P51617	311	P51617	4	MAPK	MAPK6
Q16659	Q9BPZ7	287	Q9BPZ7	14	MAPK	MAPK6
Q16659	Q16512	152	Q16512	26	MAPK	MAPK6
Q16659	P02787	235	P02787	14	MAPK	MAPK6
Q16659	Q9NRC1	177	Q9NRC1	4	MAPK	MAPK6
Q16659	Q13011	191	Q13011	3	MAPK	MAPK6
Q16659	O75914	225	O75914	8	MAPK	MAPK6
Q16659	O75061	217	O75061	13	MAPK	MAPK6
Q16659	Q02078	316	Q02078	16	MAPK	MAPK6
Q16659	Q8TDC3	163	Q8TDC3	10	MAPK	MAPK6
Q16659	Q8IWQ3	163	Q8IWQ3	15	MAPK	MAPK6
Q16659	Q8IZ69	177	Q8IZ69	1	MAPK	MAPK6
Q16659	Q8WYL5	291	Q8WYL5	30	MAPK	MAPK6
Q16659	Q9UIK4	184	Q9UIK4	4	MAPK	MAPK6
Q16659	Q9HAV4	197	Q9HAV4	5	MAPK	MAPK6
Q16659	Q71UM5	177	Q71UM5	8	MAPK	MAPK6
Q16659	O75962	184	O75962	46	MAPK	MAPK6
Q16659	P49137	260	P49137	8	MAPK	MAPK6
Q16659	Q9Y6R4	326	Q9Y6R4	14	MAPK	MAPK6
Q16659	Q9NRW4	291	Q9NRW4	2	MAPK	MAPK6
Q16659	P28347	211	P28347	2	MAPK	MAPK6
Q16659	O15075	189	O15075	32	MAPK	MAPK6
Q16659	O94818	191	O94818	1	MAPK	MAPK6
Q16659	Q16566	184	Q16566	3	MAPK	MAPK6
Q16659	Q8N568	184	Q8N568	12	MAPK	MAPK6
Q16659	P24723	152	P24723	7	MAPK	MAPK6
Q16659	Q9C098	184	Q9C098	2	MAPK	MAPK6
Q16659	Q16644	260	Q16644	4	MAPK	MAPK6
Q16659	Q15562	211	Q15562	2	MAPK	MAPK6
Q16659	O15055	171	O15055	6	MAPK	MAPK6
Q16659	O15534	171	O15534	15	MAPK	MAPK6
Q16659	P30281	914	P30281	2	MAPK	MAPK6
Q16659	Q6P5Z2	152	Q6P5Z2	18	MAPK	MAPK6
Q16659	O94888	197	O94888	12	MAPK	MAPK6
Q16659	P17275	169	P17275	8	MAPK	MAPK6
Q16659	Q16667	218	Q16667	2	MAPK	MAPK6
Q16659	Q9UNH5	670	Q9UNH5	5	MAPK	MAPK6
Q16659	Q9BVJ7	209	Q9BVJ7	1	MAPK	MAPK6
Q16659	Q7Z7A1	242	Q7Z7A1	9	MAPK	MAPK6
Q16659	Q7L3B6	262	Q7L3B6	8	MAPK	MAPK6
Q16659	Q8IZQ1	152	Q8IZQ1	18	MAPK	MAPK6
Q16659	Q8WVC0	290	Q8WVC0	37	MAPK	MAPK6
Q16659	Q6ZS81	181	Q6ZS81	7	MAPK	MAPK6
Q16659	P01023	291	P01023	21	MAPK	MAPK6
Q16659	O00311	206	O00311	7	MAPK	MAPK6
Q16659	Q99613	163	Q99613	22	MAPK	MAPK6
Q16659	Q14012	184	Q14012	4	MAPK	MAPK6
Q16659	O94768	184	O94768	3	MAPK	MAPK6
Q16659	Q8N7U6	184	Q8N7U6	3	MAPK	MAPK6
Q16659	Q15772	184	Q15772	32	MAPK	MAPK6
Q16659	Q9Y2K6	270	Q9Y2K6	25	MAPK	MAPK6
Q16659	Q9UEE5	184	Q9UEE5	6	MAPK	MAPK6
Q16659	Q32MK0	184	Q32MK0	1	MAPK	MAPK6
Q16659	Q8WWF8	264	Q8WWF8	1	MAPK	MAPK6
Q16659	Q9BXY5	184	Q9BXY5	1	MAPK	MAPK6
Q16659	Q6P2M8	184	Q6P2M8	1	MAPK	MAPK6
Q16659	Q8NCB2	184	Q8NCB2	1	MAPK	MAPK6
Q16659	P51452	333	P51452	1	MAPK	MAPK6
Q16659	Q96QU8	197	Q96QU8	6	MAPK	MAPK6
Q16659	Q9UNI6	291	Q9UNI6	2	MAPK	MAPK6
Q16659	P15336	299	P15336	13	MAPK	MAPK6
Q16659	Q14814	294	Q14814	18	MAPK	MAPK6
Q16659	P17544	299	P17544	19	MAPK	MAPK6
Q16659	P47974	207	P47974	15	MAPK	MAPK6
Q16659	Q15555	171	Q15555	13	MAPK	MAPK6
Q16659	Q14147	177	Q14147	7	MAPK	MAPK6
Q16659	P56645	171	P56645	1	MAPK	MAPK6
Q16659	Q14004	163	Q14004	63	MAPK	MAPK6
Q16659	P57721	171	P57721	6	MAPK	MAPK6
Q16659	Q9UPY8	171	Q9UPY8	8	MAPK	MAPK6
Q16659	Q13115	291	Q13115	3	MAPK	MAPK6
Q16659	Q9NR55	299	Q9NR55	1	MAPK	MAPK6
Q16659	P53539	299	P53539	1	MAPK	MAPK6
Q16659	Q8NDI1	161	Q8NDI1	51	MAPK	MAPK6
Q16659	P15408	299	P15408	13	MAPK	MAPK6
Q16659	P11831	261	P11831	9	MAPK	MAPK6
Q16659	O14981	151	O14981	6	MAPK	MAPK6
Q16659	Q8WYK2	299	Q8WYK2	2	MAPK	MAPK6
Q16659	P08582	161	P08582	1	MAPK	MAPK6
Q16659	Q96JE7	152	Q96JE7	4	MAPK	MAPK6
Q16659	P15407	299	P15407	8	MAPK	MAPK6
Q16659	Q8TE77	291	Q8TE77	20	MAPK	MAPK6
Q16659	Q8N3D4	161	Q8N3D4	35	MAPK	MAPK6
Q16659	Q9C0D0	155	Q9C0D0	6	MAPK	MAPK6
Q16659	Q06413	367	Q06413	11	MAPK	MAPK6
Q16659	Q9H1R2	291	Q9H1R2	1	MAPK	MAPK6
Q16659	P18847	299	P18847	2	MAPK	MAPK6
Q16659	P23511	163	P23511	3	MAPK	MAPK6
Q16659	Q99594	211	Q99594	9	MAPK	MAPK6
Q16659	Q99956	209	Q99956	3	MAPK	MAPK6
Q16659	Q8WUJ0	291	Q8WUJ0	4	MAPK	MAPK6
Q16659	Q02930	299	Q02930	4	MAPK	MAPK6
Q16659	Q15561	211	Q15561	3	MAPK	MAPK6
Q16659	Q5VZP5	291	Q5VZP5	1	MAPK	MAPK6
Q16659	Q9Y6W6	291	Q9Y6W6	1	MAPK	MAPK6
Q16659	Q96KR7	191	Q96KR7	3	MAPK	MAPK6
Q16659	Q8IZ21	155	Q8IZ21	44	MAPK	MAPK6
Q16659	Q13202	291	Q13202	1	MAPK	MAPK6
Q16659	Q4G0W2	209	Q4G0W2	2	MAPK	MAPK6
Q16659	Q07352	207	Q07352	14	MAPK	MAPK6
Q16659	O75167	155	O75167	14	MAPK	MAPK6
Q16659	P57723	171	P57723	2	MAPK	MAPK6
Q16659	Q8IW41	954	Q8IW41	7	MAPK	MAPK6
Q16659	P26651	207	P26651	14	MAPK	MAPK6
Q16659	Q7L8L6	177	Q7L8L6	3	MAPK	MAPK6
Q16659	Q6P1M0	177	Q6P1M0	2	MAPK	MAPK6
Q16659	Q3KQU3	177	Q3KQU3	86	MAPK	MAPK6
Q16659	Q9UPN9	177	Q9UPN9	13	MAPK	MAPK6
Q16659	Q92692	191	Q92692	21	MAPK	MAPK6
Q16659	Q03936	190	Q03936	1	MAPK	MAPK6
Q16659	Q6ZNG1	188	Q6ZNG1	3	MAPK	MAPK6
Q16659	O76050	210	O76050	2	MAPK	MAPK6
Q16659	Q8N5G2	177	Q8N5G2	19	MAPK	MAPK6
Q16659	P17097	188	P17097	4	MAPK	MAPK6
Q16659	Q14188	193	Q14188	8	MAPK	MAPK6
P31152	P29992	207	P29992	1	MAPK	MAPK4
P31152	Q99952	205	Q99952	5	MAPK	MAPK4
P31152	Q13163	434	Q13163	7	MAPK	MAPK4
P31152	Q9NZ01	288	Q9NZ01	1	MAPK	MAPK4
P31152	Q15750	272	Q15750	3	MAPK	MAPK4
P31152	Q96L33	175	Q96L33	2	MAPK	MAPK4
P31152	Q16543	228	Q16543	8	MAPK	MAPK4
P31152	P49840	189	P49840	10	MAPK	MAPK4
P31152	Q96KP1	272	Q96KP1	7	MAPK	MAPK4
P31152	Q9HAV0	353	Q9HAV0	2	MAPK	MAPK4
P31152	P10301	190	P10301	5	MAPK	MAPK4
P31152	Q12931	248	Q12931	7	MAPK	MAPK4
P31152	Q05209	205	Q05209	52	MAPK	MAPK4
P31152	Q04917	158	Q04917	9	MAPK	MAPK4
P31152	P15153	175	P15153	6	MAPK	MAPK4
P31152	P19087	300	P19087	1	MAPK	MAPK4
P31152	O43707	161	O43707	31	MAPK	MAPK4
P31152	Q9H0C8	272	Q9H0C8	3	MAPK	MAPK4
P31152	P23469	174	P23469	5	MAPK	MAPK4
P31152	O15397	221	O15397	7	MAPK	MAPK4
P31152	P60900	158	P60900	5	MAPK	MAPK4
P31152	O14775	353	O14775	1	MAPK	MAPK4
P31152	P33991	214	P33991	19	MAPK	MAPK4
P31152	P09471	300	P09471	2	MAPK	MAPK4
P31152	P36507	434	P36507	18	MAPK	MAPK4
P31152	P30679	207	P30679	1	MAPK	MAPK4
P31152	P49593	272	P49593	4	MAPK	MAPK4
P31152	P29074	174	P29074	1	MAPK	MAPK4
P31152	P62258	158	P62258	20	MAPK	MAPK4
P31152	Q9H3S7	205	Q9H3S7	10	MAPK	MAPK4
P31152	Q7Z2Z2	196	Q7Z2Z2	1	MAPK	MAPK4
P31152	Q13153	225	Q13153	36	MAPK	MAPK4
P31152	Q16827	174	Q16827	1	MAPK	MAPK4
P31152	O75688	257	O75688	1	MAPK	MAPK4
P31152	Q15256	205	Q15256	2	MAPK	MAPK4
P31152	P08134	175	P08134	2	MAPK	MAPK4
P31152	O95757	163	O95757	14	MAPK	MAPK4
P31152	Q9BY84	291	Q9BY84	9	MAPK	MAPK4
P31152	P14625	222	P14625	36	MAPK	MAPK4
P31152	Q92616	169	Q92616	13	MAPK	MAPK4
P31152	Q02750	434	Q02750	14	MAPK	MAPK4
P31152	P34932	163	P34932	26	MAPK	MAPK4
P31152	P60763	175	P60763	2	MAPK	MAPK4
P31152	P62879	353	P62879	3	MAPK	MAPK4
P31152	Q15365	171	Q15365	28	MAPK	MAPK4
P31152	P61981	158	P61981	20	MAPK	MAPK4
P31152	O15297	331	O15297	4	MAPK	MAPK4
P31152	P13639	208	P13639	33	MAPK	MAPK4
P31152	Q92730	175	Q92730	1	MAPK	MAPK4
P31152	P35236	205	P35236	8	MAPK	MAPK4
P31152	P17706	205	P17706	6	MAPK	MAPK4
P31152	Q8WY54	272	Q8WY54	2	MAPK	MAPK4
P31152	P04899	300	P04899	9	MAPK	MAPK4
P31152	O14976	299	O14976	16	MAPK	MAPK4
P31152	P17987	218	P17987	12	MAPK	MAPK4
P31152	Q92598	163	Q92598	16	MAPK	MAPK4
P31152	P49841	189	P49841	14	MAPK	MAPK4
P31152	O15027	152	O15027	39	MAPK	MAPK4
P31152	P62136	160	P62136	13	MAPK	MAPK4
P31152	P35813	256	P35813	2	MAPK	MAPK4
P31152	P38405	207	P38405	2	MAPK	MAPK4
P31152	P23467	174	P23467	1	MAPK	MAPK4
P31152	Q92729	174	Q92729	7	MAPK	MAPK4
P31152	P07900	317	P07900	51	MAPK	MAPK4
P31152	Q8TB72	157	Q8TB72	17	MAPK	MAPK4
P31152	Q9Y388	175	Q9Y388	14	MAPK	MAPK4
P31152	P84095	175	P84095	4	MAPK	MAPK4
P31152	Q06124	174	Q06124	14	MAPK	MAPK4
P31152	P31947	158	P31947	12	MAPK	MAPK4
P31152	P36873	160	P36873	3	MAPK	MAPK4
P31152	O15355	346	O15355	12	MAPK	MAPK4
P31152	P63096	300	P63096	4	MAPK	MAPK4
P31152	P46734	248	P46734	5	MAPK	MAPK4
P31152	P63000	175	P63000	5	MAPK	MAPK4
P31152	O95573	288	O95573	8	MAPK	MAPK4
P31152	P54829	205	P54829	3	MAPK	MAPK4
P31152	Q15366	171	Q15366	22	MAPK	MAPK4
P31152	P10586	174	P10586	7	MAPK	MAPK4
P31152	Q15678	174	Q15678	40	MAPK	MAPK4
P31152	Q05823	180	Q05823	3	MAPK	MAPK4
P31152	Q15262	174	Q15262	14	MAPK	MAPK4
P31152	Q14152	226	Q14152	26	MAPK	MAPK4
P31152	P08754	300	P08754	7	MAPK	MAPK4
P31152	Q16513	152	Q16513	48	MAPK	MAPK4
P31152	O14818	307	O14818	3	MAPK	MAPK4
P31152	Q5JWF2	207	Q5JWF2	8	MAPK	MAPK4
P31152	P08238	317	P08238	60	MAPK	MAPK4
P31152	P18031	205	P18031	17	MAPK	MAPK4
P31152	P60484	209	P60484	6	MAPK	MAPK4
P31152	P31946	169	P31946	16	MAPK	MAPK4
P31152	Q13976	151	Q13976	4	MAPK	MAPK4
P31152	Q68DX3	177	Q68DX3	2	MAPK	MAPK4
P31152	Q4JDL3	205	Q4JDL3	1	MAPK	MAPK4
P31152	P26045	174	P26045	13	MAPK	MAPK4
P31152	Q15691	171	Q15691	11	MAPK	MAPK4
P31152	P61587	196	P61587	2	MAPK	MAPK4
P31152	Q9HD43	174	Q9HD43	1	MAPK	MAPK4
P31152	O95837	207	O95837	1	MAPK	MAPK4
P31152	Q9P286	225	Q9P286	4	MAPK	MAPK4
P31152	O95373	221	O95373	1	MAPK	MAPK4
P31152	Q01813	288	Q01813	13	MAPK	MAPK4
P31152	P23468	174	P23468	3	MAPK	MAPK4
P31152	P27348	158	P27348	21	MAPK	MAPK4
P31152	P10809	220	P10809	25	MAPK	MAPK4
P31152	Q92932	174	Q92932	4	MAPK	MAPK4
P31152	P23471	205	P23471	5	MAPK	MAPK4
P31152	P12814	161	P12814	28	MAPK	MAPK4
P31152	P62140	160	P62140	8	MAPK	MAPK4
P31152	P63104	158	P63104	26	MAPK	MAPK4
P31152	P60953	175	P60953	3	MAPK	MAPK4
P31152	O14980	197	O14980	10	MAPK	MAPK4
P31152	P53355	184	P53355	8	MAPK	MAPK4
P31152	P29350	174	P29350	10	MAPK	MAPK4
P31152	Q14671	157	Q14671	29	MAPK	MAPK4
P31152	Q15029	197	Q15029	11	MAPK	MAPK4
P31152	Q12923	174	Q12923	51	MAPK	MAPK4
P31152	Q8N819	256	Q8N819	1	MAPK	MAPK4
P31152	Q9NYV4	163	Q9NYV4	77	MAPK	MAPK4
P31152	Q12913	174	Q12913	4	MAPK	MAPK4
P31152	P61586	175	P61586	1	MAPK	MAPK4
P31152	Q9NQU5	225	Q9NQU5	16	MAPK	MAPK4
P31152	P08575	174	P08575	10	MAPK	MAPK4
P31152	Q9BYT3	184	Q9BYT3	5	MAPK	MAPK4
P31152	P23470	224	P23470	4	MAPK	MAPK4
P31152	Q96RP9	226	Q96RP9	1	MAPK	MAPK4
P31152	P63244	228	P63244	14	MAPK	MAPK4
P31152	Q9BYZ6	175	Q9BYZ6	1	MAPK	MAPK4
P31152	Q92769	155	Q92769	9	MAPK	MAPK4
P31152	P78344	166	P78344	22	MAPK	MAPK4
P31152	P35609	161	P35609	13	MAPK	MAPK4
P31152	P05023	288	P05023	21	MAPK	MAPK4
P31152	Q16825	174	Q16825	14	MAPK	MAPK4
P31152	P28827	174	P28827	7	MAPK	MAPK4
P31152	P52564	248	P52564	7	MAPK	MAPK4
P31152	O96013	225	O96013	22	MAPK	MAPK4
P31152	Q8N3J5	272	Q8N3J5	1	MAPK	MAPK4
P31152	Q8IU85	184	Q8IU85	6	MAPK	MAPK4
P31152	P62873	353	P62873	7	MAPK	MAPK4
P31152	P43378	325	P43378	3	MAPK	MAPK4
P31152	Q99759	292	Q99759	24	MAPK	MAPK4
P31152	Q56UN5	292	Q56UN5	3	MAPK	MAPK4
P31152	Q13233	292	Q13233	32	MAPK	MAPK4
P31152	Q9Y2U5	292	Q9Y2U5	21	MAPK	MAPK4
P31152	Q99558	292	Q99558	2	MAPK	MAPK4
P31152	Q5S007	154	Q5S007	7	MAPK	MAPK4
P31152	Q9HBL0	209	Q9HBL0	130	MAPK	MAPK4
P31152	Q68CZ2	209	Q68CZ2	61	MAPK	MAPK4
P31152	Q63HR2	209	Q63HR2	35	MAPK	MAPK4
P31152	Q9NRD5	175	Q9NRD5	1	MAPK	MAPK4
P31152	Q8IZW8	209	Q8IZW8	26	MAPK	MAPK4
P31152	Q16828	210	Q16828	2	MAPK	MAPK4
P31152	Q16829	209	Q16829	2	MAPK	MAPK4
P31152	O43293	184	O43293	5	MAPK	MAPK4
P31152	P27482	256	P27482	4	MAPK	MAPK4
P31152	Q05655	152	Q05655	37	MAPK	MAPK4
P31152	P45983	304	P45983	3	MAPK	MAPK4
P31152	O14757	177	O14757	20	MAPK	MAPK4
P31152	Q04759	152	Q04759	12	MAPK	MAPK4
P31152	Q02156	152	Q02156	15	MAPK	MAPK4
P31152	P01100	299	P01100	2	MAPK	MAPK4
P31152	Q13177	225	Q13177	37	MAPK	MAPK4
P31152	Q9BPZ7	252	Q9BPZ7	14	MAPK	MAPK4
P31152	Q16512	152	Q16512	26	MAPK	MAPK4
P31152	O75914	225	O75914	8	MAPK	MAPK4
P31152	O75061	217	O75061	13	MAPK	MAPK4
P31152	Q02078	280	Q02078	16	MAPK	MAPK4
P31152	Q8TDC3	163	Q8TDC3	10	MAPK	MAPK4
P31152	Q8IWQ3	163	Q8IWQ3	15	MAPK	MAPK4
P31152	Q8WYL5	291	Q8WYL5	30	MAPK	MAPK4
P31152	Q99959	271	Q99959	53	MAPK	MAPK4
P31152	Q9UIK4	184	Q9UIK4	4	MAPK	MAPK4
P31152	Q9HAV4	197	Q9HAV4	5	MAPK	MAPK4
P31152	O75962	184	O75962	46	MAPK	MAPK4
P31152	P49137	260	P49137	8	MAPK	MAPK4
P31152	Q9Y6R4	326	Q9Y6R4	14	MAPK	MAPK4
P31152	Q9NRW4	291	Q9NRW4	2	MAPK	MAPK4
P31152	P28347	211	P28347	2	MAPK	MAPK4
P31152	Q8IUD2	288	Q8IUD2	39	MAPK	MAPK4
P31152	O15075	189	O15075	32	MAPK	MAPK4
P31152	Q16566	184	Q16566	3	MAPK	MAPK4
P31152	Q8N568	184	Q8N568	12	MAPK	MAPK4
P31152	P30154	171	P30154	2	MAPK	MAPK4
P31152	P24723	152	P24723	7	MAPK	MAPK4
P31152	Q9C098	184	Q9C098	2	MAPK	MAPK4
P31152	Q16644	260	Q16644	4	MAPK	MAPK4
P31152	Q15562	211	Q15562	2	MAPK	MAPK4
P31152	O15055	171	O15055	6	MAPK	MAPK4
P31152	O15534	171	O15534	15	MAPK	MAPK4
P31152	P30281	213	P30281	2	MAPK	MAPK4
P31152	Q6P5Z2	152	Q6P5Z2	18	MAPK	MAPK4
P31152	O94888	197	O94888	12	MAPK	MAPK4
P31152	Q16667	209	Q16667	2	MAPK	MAPK4
P31152	Q9UNH5	209	Q9UNH5	5	MAPK	MAPK4
P31152	Q9BVJ7	209	Q9BVJ7	1	MAPK	MAPK4
P31152	Q7L3B6	228	Q7L3B6	8	MAPK	MAPK4
P31152	Q8WVC0	290	Q8WVC0	37	MAPK	MAPK4
P31152	O00311	206	O00311	7	MAPK	MAPK4
P31152	Q14012	184	Q14012	4	MAPK	MAPK4
P31152	O94768	264	O94768	3	MAPK	MAPK4
P31152	Q8N7U6	184	Q8N7U6	3	MAPK	MAPK4
P31152	Q15772	184	Q15772	32	MAPK	MAPK4
P31152	Q9UEE5	264	Q9UEE5	6	MAPK	MAPK4
P31152	Q32MK0	184	Q32MK0	1	MAPK	MAPK4
P31152	Q8WWF8	184	Q8WWF8	1	MAPK	MAPK4
P31152	Q9BXY5	184	Q9BXY5	1	MAPK	MAPK4
P31152	Q6P2M8	184	Q6P2M8	1	MAPK	MAPK4
P31152	Q8NCB2	184	Q8NCB2	1	MAPK	MAPK4
